University ;Faculty ;Qualifications;Year;Modules;Module Code;SAQA credits;Description 
null;null;null;null;Elementary Mathematics;SSTA011;12;The student should be able to: Explain the concept of sets using Venn Diagrams, Demonstrate the algebra of sets. Draw truth tables using elementary logic, Use elementary logic to determine whether the given statement is a conditional, biconditional, tautology, etc, Find the solution sets of given equations and inequalities, Identify the types of the given functions and sketch them, Use the definition of the derivative to find the slope of the curve at any point, Apply the rules for differentiation to differentiate the given functions, Use the concept of a derivative to draw graphs, Find the area bounded by curves and lines using integration, Calculate the length of a curve using the process of integration, Use matrices to solve system of linear equations, Calculate the simple interest, simple discount, time value for money, compound interest with compounding once a year and compound interest with compounding more than once a year.
null;null;null;null;General Chemistry 1A;SCHM011;12;"Introduction to chemical terminology; A modern view of the periodic table; Quantitative chemical relationships; An overview of thermochemistry; Introduction to gases; An introduction to thermodynamics; Introduction to the rates of reactions; Introduction to solutions, acids and bases; Colligative properties of solutions; Concepts of chemical equilibria; Equilibria in acid/base systems; Solubility and equilibrium; Electrochemistry."
null;null;null;null;Health Education and Life Competencies I;SHEL011;12;Respect for all forms of life, Sexual health, Safety in my environment, Successful scientific communication, Successful study skills
null;null;null;null;Introduction to Biological Studies;SBIO011;12;An introduction to biology with the emphasis on the scientific method, introduction to fields of biology, biological terminology, characteristics of living organisms, chemistry of biological molecules, classes of biological molecules, cell types and cellular structure, groupings of organisms and the kingdoms of life, cellular transport, energy storage and release during chemical reactions, enzymes regulating chemical reactions in living organisms, ATP as primary energy carrier, introduction to the fundamental processes of photosynthesis and cellular respiration, mitosis and meiosis, Mendelian genetics and an introduction to developmental biology.
null;null;null;null;Elementary Statistical Methods;STAB012;12;"Types of data. Summary measures for grouped and ungrouped data: Measures of location and dispersion. Graphical presentation; Exploratory data analysis: stem and leaf, box plots. Basic ideas of sampling; Basic probability concepts and rules, Random variables, Probability distributions: Binomial, Poisson and Normal; Statistical inference: Estimation and tests for population mean and proportion; Tests of independence and goodness-of-fit. Simple linear regression and correlation"
null;null;null;null;General Chemistry 1B;SCHM012;12;"The Atomic and Electronic Structure; Chemical Bonding (Lewis structures, Valence shell electron pair repulsion (VSEPR), Valence Bond, and Molecular Orbital (MO) theories); Intermolecular Attractions and the Properties of Liquids and Solids; Alkanes, Alkenes, Alkynes; Alkyl Halides; Alcohols; Ethers; Aldehydes and Ketones; Acids and Derivatives; Aromatics; Amines; Conformational Analysis"
null;null;null;null;Health Education and Life Competencies II;SHEL012;null;"Describe infertility, its potential causes, and its treatment. Discuss the consequences of abortion, Distinguish between different sexual orientations, Describe various sexually transmitted diseases/infections (STDs/STIs), their causes, and treatments, Explain the effects of smoking, excessive alcohol consumption, and substance abuse, Devise a healthy lifestyle programme for someone currently leading an unhealthy lifestyle, Describe the effects of exposure to air and water pollution, as well as various forms of radiation, on the human body,
Collect scientific information using various reputable sources (e.g., library, internet), Present
scientific information in various forms (e.g., oral presentation, written documents,
multimedia)."
null;null;null;null;Introduction to the Physical Environment;SGEP012;12;Introduction to matter and energy, The earth as part of the solar galaxy, Plate tectonics, landforms and land forming processes, Soils and soil forming processes, Basic atmospheric characteristics and processes, Life and earth’s life support systems, Ecosystem components, and biogeochemical cycles, Terrestrial and aquatic ecosystems
null;null;null;null;Plant Biology;SBOT012;12;"The diversity of plants in form, growth, habit, reproduction, ecology, metabolism, and genetic composition. The emphasis is on how the structure and anatomy of plants enable them to: carry out certain functions, adapt to certain ecological habitats, carry out different physiological processes; and modes of reproduction."
null;null;null;2;Agricultural Economics: Microeconomics;SAGB021;16;Basic concepts and relationships in economics, Demand, supply and prices in the market place, Resource allocation and efficiency, Elasticity, Theory of consumer choice and analyses, Production and cost theory, The market and market structures in which farmers operate, The labour market
null;null;null;null;Chemistry for Soil Science;SCHC021;16;"Mixture: solutions, colloids, suspensions, emulsion. Introduction to surface chemistry: Liquid (water)-interfaces, cation and anion exchange rasins (ion chromatography); Adsorptiondesorption processes. The chemistry of (alumina) silicates; Soil acidity and basicity: cations/anions of interest agricultural systems and their interactions with the soil particles. Introduction to chemometrics: Sampling and preparation; statistical treatment and evaluation of data). Chemical equilibrium. Classical analysis: Gravimetric and titrimetric methods of analysis (precipitation gravimetric, acid-base and complex formation titrimetry). Instrumental analysis: AAS, conductivity studies, UV/VIS and FTIR spectroscopy."
null;null;null;null;Introduction to Animal Science;SANB021;12;Animal Production industries, Historical domestication of farm animals and their uses, Biological principles underlying production efficiency in tropical and subtropical countries, Principles of environmental adaptation, Water quality for livestock, Animal production systems, Farm animal breeds, Handling of farm animals
null;null;null;null;Introduction to Plant Production;SPPB021;12;"Fundamental tissues in plants; various organs: roots, stems, leaves, flowers and seeds; various systems: water-plant-atmosphere; essential nutrient element-plant systems; energy-plant systems with emphasis on respiration and photosynthesis on C3, C4 and CAM plants, and coordination systems; crops: definition, origin and classification; indispensable roles of plants to other kingdoms"
null;null;null;null;Introduction to Soil Science;SSCB021;12;Factors of soil formation, Different kinds of minerals in the soil, Charges that develop in soils, Acid, alkaline, saline and sodic soils, Textural classes of soils through laboratory and field analyses, Write a practical report.
null;null;null;null;Agricultural Geology;SGIB022;8;Origin and types of minerals. Introduction to petrology and the rock cycle, Soil morphology, Weathering and mineralogy, Chemical and physical structure of secondary silicate minerals, Pedogenic iron oxides and sesquioxides, Podzolisation and soil formation.
null;null;null;null;Basic and Intermediate Farm Management;SAGD022;12;Farm management principles, roles, levels and functions of management in a farm business, The decision making approaches, nature of farm business organizations and fundamental task of management in a farm business, Financial management for farm business, elements of comprehensive records keeping system, Methods of calculating depreciations of assets in a farm business and method of determining the land value, Analysis of the financial statements (Financial position, financial performance) and Diagnostic financial analysis (ratios) of a farm business
null;null;null;null;Introduction to Agricultural Mechanization;SPPC022;12;Introduction to farm machinery including the principles of tractors and animal power technologies operations, crop processing technologies and mechanization systems for agricultural production and processing (including storage and drying systems). Characteristics of agricultural mechanization, cropping practices and yet see how they relate to the natural sciences and other agricultural disciplines
null;null;null;null;Introduction to Rural Sociology;SAGX022;12;The family as a social institution, The community: institutions and values, Organization and leadership, Distribution of power, Social demography: structural characteristics, demographic processes, uses of demographic information. The concept of change: social action process, social system analysis, group dynamics and decision making
null;null;null;null;Soil Formation and Classification;SSCB022;12;Introduction to the concepts of soil profile, soil horizon, horizon suffixes and transitional horizons, Soil genesis - factors of soil formation, processes of soil formation and horizon differentiation and Soil classification – Soil taxonomy, USDA, South African binomial system.
null;null;null;3;Field Identification of Soils;SSCC031;12;Soil morphology, formation and classification of soils, South African Soil Classification System, Distribution and uses of soils and Introduction to indigenous soil knowledge
null;null;null;null;Introduction to Agricultural Extension;SAGX031;12;"History of Agricultural Extension Philosophical Foundation of Extension Characteristics of agricultural Extension, Adult learning Critical Characteristics of adult learners, Adult developmental trends Principles of Adult Education, Farmer training Centers Purpose and objectives of farmer training centers. Planning and training division in training centers, The Agricultural Extension Unit in Training centers, Communication in Extension The importance of communication in Extension, The communication process in Extension Problematic areas in communication, Extension systems Transfer of Technology Participatory Extension
Approach, Participatory Innovation Development Training and Visit system Farmer to Farmer
approach, Challenges facing Agricultural Extension Changing role of Extension Land reform
Natural resource management in research-extension, Organization of extension services
Conditions for organization of Extension service Leadership in extension organization Staff
Development Gender and Extension."
null;null;null;null;Plant Nutrition and Soil Fertility;SSCB031;12;Biogeochemistry and biogeochemical cycle defined, carbon and nitrogen cycles, the role of vegetation and farmers’ management practices on nutrient cycling, the composition of plants, essentiality of elements, common terms used to describe nutrients level in plants, general functions of mineral nutrients in plants, forms and mechanisms of nutrient uptake by plants, theory of ion uptake by cells and plants, nutrients absorption into root cells, nutrients absorption through leaves, fertilizers and fertilizer types (i.e. organic and inorganic, single or mixed), fertilizer grades and formulation, fertilizer calculations, liming and liming materials including importance of liming, diagnosis of nutrient deficiency in plants and in soil, classification of soil organisms, types of micro-organisms, role of soil organisms in plant nutrition, factors determining quality in irrigation water and water contamination and effects on soil, irrigation systems and plants.
null;null;null;null;Principles of Field Crop Production;SPPB031;12;General introduction to field crops, plant science of crop production, Agro-meteorology, classification of crop plants, leading field crops (maize, wheat, groundnuts) – History/Origin, world production, economic importance, Related international centres for crop development, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop protection, harvesting etc. and marketing.
null;null;null;null;Biometry;SPPE032;12;Hypotheses testing, t-test, confidence interval, analysis of variance (completely randomized design, randomized complete block design, Latin square design, factorial experiments, split plot arrangement), mean comparisons. Chi-square test, simple correlation and regression analysis, data reporting.
null;null;null;null;Cropping Systems, Organic and Nature Farming;SPPF032;12;"Cropping Systems (monoculture, crop rotation, mixed cropping, and plant competition,
Intercropping and relay cropping) in relation to South Africa, Cropping practices (fallowing,
green manuring, mulching), Compost making and application, and derivable benefits, Organic
farming principles and practices nationally and internationally, Best tillage practices; reduced
tillage, controlled traffic and no- tillage, Philosophy, rationale and principles of nature and
organic farming systems, Land certification for nature and organic farming systems, Types of
effective microbes and suitability for crop production under the South African environmental
conditions, Stock EM from EMROSA, derivatives from stock EM, Application to various crops
for pest and disease control and soil health maintenance."
null;null;null;null;Irrigation and Soil Water Balance;SSCC032;12;"Irrigation planning: Water supply (sources, quality and quantity); Soil physical, chemical and biological characteristics; Topography; System design capacity; Application efficiency; Uniformity of application; Water tables and salinity; Selection of irrigation method, Soil Water: Measurement of soil water content; Testing methods; Assessing requirements; Infiltration and application rates, Evapotranspiration: Estimating ET and peak irrigation demand, Irrigation scheduling: Water budget; Allowance for rainfall; Gross irrigation application; Deficit irrigation, Irrigation methods: Surface irrigation; Spray irrigation; Microirrigation and Small scale irrigation in South Africa: Technology; Infrastructure; Management; Training needs."
null;null;null;null;Soil Biology;SSCB032;null;Microorganisms and their soil habitat, decomposition and biochemical processes, and biogeochemical cycling of elements in soils, enzymes and other macromolecules, nitrogen fixers and mycorrhizal in soils, methods of analyses in soil organisms studies and practices for sustainable management of soil organisms in the South African context.
null;null;null;null;Experiential Training (Soil Science);SEPA030;20;Integrated theory and practice through experiential training.
null;null;null;4;Advanced Soil, Plant and Water Analysis;SSCA041;16;Introduction to analytical techniques: theory and examples: Titration, Precipitation, Colorimetry, Flame Spectrophotometry, Objectives of Soil analysis, Sampling and storage, Important parameters, Extraction, Objectives of water analysis, Sampling and storage, Important parameters, Objectives of plant analysis, Sampling and storage, Ashing, Important parameters, Interpretation of soil analysis results for fertilizer advisory service.
null;null;null;null;Cereal and Grain Legume Cultivation;SPPA041;16;History/Origin, world production, economic importance, climatic requirements, botanical characteristics, cultural practices i.e. land preparation, crop varieties, fertilization, crop protection, harvesting etc. and marketing of grain and sweet sorghum (Sorghum bicolor), dry bean (Phaseolus vulgaris), bambara groundnut ( Vigna subterranean), and sugarcane (Saccharum officinarum).
null;null;null;null;Soil Survey and Land-Use Planning;SSCB041;16;"Land-use planning. Land capability classification and suitability evaluation. Approaches and stages of land-use planning; data requirements; data collection; data processing. Decision support; implementation; monitoring. Soil mapping."
null;null;null;null;Remote Sensing and GIS in Land Use Planning;SSCB042;16;Map scales and projection. Principles of Remote sensing. Electromagnetic radiation. Sensor types. Resolution types. Remote sensing of properties of surface. Diagnostic properties of vegetation. Presentation of maps. Orientation and composition. Map scales. Land use and land cover mapping. Introduction to geographic information system (GIS). Geographic concepts. Spatial (referenced) data. GIS functional elements. Raster data structure. Vector data structure. GIS software. Use of Arc view.
null;null;null;null;Soil Mineralogy and Soil Chemistry;SSCA042;16;"Clay mineralogy - understanding of the colloidal and surface properties of clays, principles of the structure and classification of phyllosilicates; and implications of variation in clay types on soil land husbandry and crop productivity. Methods used in the study of clay mineral components and soil chemical components. Ion exchange: Principles, equations and relevant theories; relevance of ion exchange in plant nutrition, and the principles of anion exchange including factors that influence negative adsorption. Introduction to soil acidity, its causes and
management on crop land. The potential impact of soil acidity on soil productivity. Oxidation
and reduction phenomena with particular emphasis on P and K fixation. Strategies for
ameliorating soil acidity problems."
null;null;null;null;Soil Physics;SSCC042;16;"Important physical qualities of mineral soils: texture and structure; Particle density, bulk density and porosity. Soil water characteristics and behaviour: soil water energy concepts; Measuring soil water; Soil water movement; Soil water retention; Conventional soil water classification schemes; Factors affecting amount and use of available soil water; soil water potentials; Soil water movement.. Soil air and soil temperature: Composition of soil air; Soil aeration problems; Specific heat of soils; soil temperature data and control."
null;null;null;null;Research Project (Soil Science);SSCR040;32;"Students are expected to do literature review; write and present a research proposal, conduct a field or laboratory experiment, data collection; analyse data and interpret results and write research report."
null;null;Water and Sanitation;1;General Chemistry 1A;SCHM011;12;"Introduction to chemical terminology; A modern view of the periodic table; Quantitative chemical relationships; An overview of thermochemistry; Introduction to gases; An introduction to thermodynamics; Introduction to the rates of reactions; Introduction to solutions, acids and bases; Colligative properties of solutions; Concepts of chemical equilibria; Equilibria in acid/base systems; Solubility and equilibrium; Electrochemistry."
null;null;null;null;Differential and Integral Calculus;SMTH011;12;Limits, Continuity, Derivatives and Integration.
null;null;null;null;Introduction to Biological Studies;SBIO011;12;An introduction to biology with the emphasis on the scientific method, introduction to fields of Biology, biological terminology, characteristics of living organisms, chemistry of biological molecules, classes of biological molecules, cell types and cellular structure, groupings of organisms and the Kingdoms of life, cellular transport, energy storage and release during chemical reactions, enzymes regulate chemical reactions in living organisms, ATP as primary energy carrier, introduction to the fundamental processes of photosynthesis and cellular respiration, mitosis and meiosis, Mendelian genetics and an introduction to developmental biology.
null;null;null;null;Health Education and Life Competencies 1;SHEL011;12;Respect for all forms of life. Sexual health. Safety in my environment. Successful scientific communication. Successful study skills.
null;null;null;null;General Physics 1A;SPHS011;12;Mechanics: Units, Physical quantities and vectors, Kinematics, Dynamics, Statics, Work and Mechanical Energy, Impulse and momentum, and Rotational Motion Properties of matter: Elasticity, Fluid Mechanics and Thermal Physics      Modern Physics: Atomic Structure and Nuclear Physics
null;null;null;null;General Chemistry 1B;SCHM012;12;"The Atomic and Electronic Structure; Chemical Bonding (Lewis structures, Valence shell electron pair repulsion (VSEPR), Valence Bond, and Molecular Orbital (MO) theories); Intermolecular Attractions and the Properties of Liquids and Solids; Alkanes, Alkenes, Alkynes; Alkyl Halides; Alcohols; Ethers; Aldehydes and Ketones; Acids and Derivatives; Aromatics; Amines; Conformational Analysis"
null;null;null;null;Elementary, Linear and Introductory Abstract Algebra;SMTH012;12;Elementary Set Theory, Relations and Inequalities, Mathematical Induction, Complex Numbers, Symbolic Logic, Binomial Theorem, Boolean Algebra, Matrix Algebra and Systems of Linear Equations.
null;null;null;null;Health Education and Life Competencies II;SHEL012;12;Sexual health, Healthy lifestyle, My environment influences my health, The scientific method, Successful scientific communication
null;null;null;null;General Physics 1B;SPHS012;12;"Electricity and Magnetism: Electrostatics, Current electricity, Electromagnetism; Oscillations and Waves: Simple Harmonic Motion, Mechanical Waves, Acoustics, Electromagnetic Waves; Optics: Nature and Propagation of Light and Geometrical Optics."
null;null;null;null;Hydrology;SWTA012;12;The module deals with the definition of off-site sanitation system, production of waste, determinants of storm runoff “climatology, meteorological and geological conditions”, case studies on sanitation problems in urban areas, solution for sanitary disposal of human excreta “convenience problems related to health, substantial economic and environmental costs of convenience systems. The module will further cover design of storm water drainage by ditches and channels discharging to the nearest water course and on-site and off-site sanitation, separate sewer systems, conveying separately domestic and industrial wastewater and stormwater and combined sewer systems which convey domestic and industrial wastewater and stormwater in the same pipes or channels. Finally, the guidelines for the design of an artificial wetland wastewater treatment system, design principles of ponds and condominial systems, design of grey water systems, design of water reticulation system including valves and meters, sizing, functions and storage capacity of storage facilities will be considered.
null;null;null;2;Organic Chemistry 2;SCHA021;10;"Stereochemistry; Conjugation and Aromaticity; Substitution reactions of Aromatic compounds; Carboxylic acids and their derivatives; Amines: Preparation and their reactions. Epoxides: Preparation and reactions; Heterocyclic compounds: Pyridine, Pyrrole, Thiophene and Furan"
null;null;null;null;Inorganic Chemistry 2;SCHB021;10;"Atomic structure; General Bonding; Main Group chemistry: s- & p-block elements; Acids and bases; Introduction to Coordination Chemistry of Transition Metals; Inorganic solids"
null;null;null;null;Fundamental Microbiology;SMIA021;20;"History and development of microbiology; Discuss key concepts in microbiology; Laboratory types and legal requirements; Distinctive characteristics of the major groups of microorganisms including viruses; Procaryotic and eucaryotic cell structures; Nutritional requirements and microbiological media; Cultivation and growth of microorganisms; Physical and chemical control of microorganisms; Components and functions of the different parts of a typical bacterial cell (cell wall, cell membrane, flagella, endospores, etc.); Bacterial toxins; Methods of identification; Classification of major groups of bacteria"
null;null;null;null;Water Quality Modelling;SWTA021;12;The content of this module consists of a knowledge and application component. The knowledge component will deal with mathematical modeling of water quality processes in surface waters (rivers, lakes and estuaries), interrelationships between water quality and ecosystems, deterministic mathematical models for physically-based hydrodynamic processes, transport processes and simplified 1-dimensional solutions of the advection-diffusion equation. It will further cover water quality parameters, subsequently bacteria, nutrients & eutrophication, oxygen & BOD, suspended sediment and temperature, fate and transport of pollutants, salinity intrusion modeling in estuaries, simple water quality model and advanced water quality models such as “A simulation model for aquatic ecosystems, CORMIX for mixing zones, WASP7 and QUAL2K model”. The applied component is an assignment to investigate the sources, types, causes of water pollution and, through evaluation of the findings, feasible recommendations for water quality improvement will be made.
null;null;null;null;Water Resources Management;SWTB021;8;"In this module, Principles of Integrated Water Resource Planning (IWRP), Planning scales and approaches, comprehension of different frameworks used in water resource planning with focus on key steps in the planning processes such as situation and function analysis including multilevel water sector analysis, planning, objectives and criteria, scenario and strategy development will be discussed; The role of modeling in water resource planning and multi-criteria analysis, importance of stakeholder participation in the planning process, including opportunities and limitations, stakeholder analysis will also be covered. Further, tools and methods for stakeholder participation in key steps of the planning process, including participatory decision support systems will be given coverage as well. Different levels of planning in South Africa, water sector project management, contract management, monitoring, appraisal and evaluation of water and sanitation projects will be the final part"
null;null;null;null;Analytical Chemistry 2;SCHA022;10;"Introduction to Analytical Chemistry: sampling, sample preparation, systematic and random errors; Application of statistics to data treatment and evaluation; Stoichiometric calculations; Aqueous solution chemistry (including chemical equilibria); Gravimetric methods of analysis; Titrimetric analysis; Advanced neutralization titrations; Precipitation titrimentry; Complexometric titrations; Oxidation-reduction titrimetry. Introduction to electrochemistry; Potentiometry"
null;null;null;null;Environmental and Fungal Microbiology;SMIB022;20;"Pseudofungi, Chromistan fungi and Eumycotan fungi; Eumycotan fungi – Zygomycota and Dikaryomycota; Dikaryomycota – subphylum Ascomycotina; Dikaryomycota – subphylum Basidiomycotina; Fungal plant pathology in agriculture and forestry; Mycorrhizae; Lichens; Food spoilage by fungi and its prevention; Mycotoxins in food and feed; Poisonous and hallucinogenic mushrooms; Medical mycology; Interactions between microbial populations and factors effecting populations; Biogeochemical cycles (carbon, nitrogen, sulfur, phosphorus, iron and oxygen); Soil microbiology; Aquatic microbiology; Atmospheric microbiology; The role of microorganisms in water and sewage treatment; Water quality testing techniques."
null;null;null;null;Sanitation Systems;SWTA022;12;Principles of infrastructure planning in developing countries with a focus on appropriate and sustainable technologies for on-site sanitation, design of on-site sanitation facilities, review of technology options for on-site sanitation, problems and solutions for on-site sanitation systems, life-cycle costing of on-site sanitation, environmental and social constraints of on-site sanitation, sustainable technology choices for on-site sanitation, principles and practices of sanitation and hygiene, sanitation regulations and standards, and various issues of contamination and food borne illnesses will be covered within this module
null;null;null;null;Water treatment processes and Technology;SWTB022;12;"The content of this module consists of a knowledge and application component. The knowledge component will deal with the treatment options for different water quality substances; measuring the flow coming into a plant; introduction to water treatment processes, components and functioning of units of water treatment plant. Water quality regulations, water sources demand, coagulation and flocculation, clarification, dissolved air flotation, filtration, membrane processes, disinfection and organic and inorganic removal. Personnel safety equipment’s, safety guidelines for the chemicals, first aid, danger resulting from the liberation of chlorine gas, from electrical faults, chemical faults, and mechanical faults, safety confined space measure, lockout/tagout procedures, oxygen deficiency chemicals such as chlorine for disinfection. Training on the Occupational Safety and Health Act (OSHA) The applied component is an assignment to recommend to the building contractor on the potable water supply line dimensions and the sewage output line dimensions of a new building that is going to be erected on the campus (different locations)."
null;null;null;null;Hydraulics;SWTC022;12;This module deals with an overview of water flow in the environment (pipe, river and open channel), phenomena and processes related to such flow. It includes transport processes and spreading of pollutants, balance equations for water and pollutants in surface water systems with instantaneous mixing, piston flow and nominal retention time, the general transport (advectiondiffusion) equation – formulation and special cases. The module further covers mixing in rivers, lakes, and coastal areas, jets and plumes (free shear flows), near- and far field mixing, diffusers and other technical solutions for pollution discharge, field measurement techniques, some commonly used sediment transport formulae, interaction between structures and flows, including local scour, elementary hydrology and indicators of a river health.
null;null;null;3;Water Microbiology;SWTA031;16;The module will cover water borne diseases, Cholera, Vibrio cholera, oral rehydration, the role of water in Salmonella and Salmonellosis, Shigella and Shigellosis sp, traveller’s diarrhea and its etiological agents, the role of Helicobacter pylori as a disease agent, Hepatitis A, Giardia intestinalis as a disease agent, Entamoeba histolytica, emergent water-borne microbial disease agents, measures of preventing water borne diseases, disease agents that have a life cycle involving water: Plasmodium sp and Malaria, and Bilharzia.
null;null;null;null;Water Quality A;SWTB031;20;The content of this module consists of a knowledge and application component. The knowledge component will cover the following: physical test of drinking water including sampling, equipment’s, procedures, analysis, interpretation of results and report writing (turbidity, turbidity standards, color, odour, threshold-odour test, and taste). It will also look into chemical tests of water including sampling, equipment’s, procedures, analysis, interpretation of results and report writing on hardness, magnesium, alkalinity, phenolphthalein alkalinity, sodium hydroxide, sodium carbonate, calcium, magnesium carbonate and calcium hydroxide, carbon dioxide, pH value, calcium carbonate stability test, jar testing, softening reaction test, residual chlorine, conventional orthotolidine test, chlorine demand, iron and fluorides. The module will end up by bacteriological examination of water including sampling, equipment’s, procedures, analysis, interpretation of results and report writing (standard plate count, standard test for bacteria of the coliform group, membrane-filter techniques for determining number of coliform microbes”, microscopic examination of water “grouping of micro-organisms into bacteria and protozoa), and enumeration of micro-organisms”. The applied component is an assignment to report the water treatment process (potable and sewage) in all its steps by gathering of process data (laboratory situation).
null;null;null;null;Water Treatment Processes and Technology A;SWTC031;24;"Treatment options for different water quality substances; measuring the flow coming into a plant. The module contains wastewater and sludge recycling and reuse options and guidelines, wastewater treatment processes in natural wetland, environmental effects of sewage, sullage water and sludge disposal, different water sampling points within the plant, National Pollutant Discharge Elimination System (NPDES) and Alaskan (APDES) Permits “permit system and permit content, discharge monitoring reports and other reporting responsibilities, data management and storage and data quality and reliability”, Supervisory Control and Data Acquisition Systems (SCADA);"
null;null;null;null;Sanitation A;SWTD031;24;This module deals with an overview of social and engineering principles and tools for design, building and operating domestic sanitation systems, environmental health basis of working in the water and sanitation, key principles, approaches and technologies for environmental sanitation including decentralized excreta disposal, simplified sewerage and solid waste management, operation and maintenance of sanitation infrastructure, tools for demand creation and management and cost benefit analysis of options
null;null;null;null;Integrated Water Resource Planning A;SWTE031;24;River health programme, Eco-classifications, eco-status models, fish response assessment index, water licensing, effects of demographic and climate change on water resource management, rivers as ecological systems, riverine ecosystem continuum, riverine ecosystem synthesis. Functions of basic freshwater ecosystem, types of aquatic systems, process that drive aquatic ecosystem functions
null;null;null;null;Water Quality B;SWTA032;16;The students will be posted to a bulk water plant and later on a grey water plant in order to learn day one competency skills practically on location. These will include water testing, turbidity reduction, microbial removal or elimination, sludge treatment, chemical precipitation, continuous backwash, up-flow, deep-bed granular media filtration, cross flow membrane filtration, and odor control etc in a practical way while attached to an expert supervisor. The emphasis will be on hands-on practical experience and competencies learned and perfected. Practicals: The practical component of this module will cover the physical, chemical and microbiological testing for both potable and wastewater.
null;null;null;null;Water Chemistry;SWTB032;20;Basics of Aquatic Chemistry: The structure of water molecules and their interactions, Dissolution of solutes, Expressing concentrations in Environmental Chemistry. Chemical Reactivity, Reactions and Equilibrium: Characterising chemical reactivity, Predicting activity coefficients, The activity of solids in water, Models of chemical equilibrium, Combining chemical reactions. Reaction Kinetics: Elementary reactions and the factors that affect their rates, The kinetics of some environmental chemical reactions, Reaction reversibility, Combining chemical reactions, Experimental investigations of reaction kinetics, RDS, Heterogeneous reactions. Potentials, Energy and Forces: Interpreting changes in physical/chemical systems. Acids and Bases: Acid/Base speciation and exact solutions to acid/base problems, Use of Log CpH diagrams to and the TOTH equation. Titration and Buffers: Qualitative and quantitative considerations of titration reactions, Titration with weak acids or bases, Effect of the acidity of water on titration curves, Titration of solutions containing unknown acids or bases, Titration equivalence points, Alkalinity and Acidity, Acid/Base titrations of natural organic matter, Buffers. Gas/Liquid Equilibrium: Basic concepts and terminology. Chemistry of Metals in Aqueous Systems: Solution-phase reactions, Precipitation and dissolution reactions. Redox Chemistry: Definitions and concepts with applications to aquatic systems. Adsorption Reactions: Definitions and concepts with applications to aquatic systems
null;null;null;null;Water Treatment Processes and Technology B;SWTD032;24;"Supervisory Control and Data Acquisition Systems (SCADA); O&M of water treatment processes using SCADA “ Automated data acquisition sensors and transmitters, Data compilation, trend monitoring, and alarms and Report generation and data storage systems on potable and wastewater treatment problems and solutions"
null;null;null;null;Sanitation B;SWTE032;24;This module deals with an overview of feacal sludge management which will include sludge production methods, sludge collection, characterization of feacal sludge, operational factors that impact the variability of feacal sludge, sludge treatment objectives, physical-chemical constituents of sludge, sludge treatment mechanisms
null;null;null;null;Integrated Water Resource Planning B;SWTF032;24;Governance framework at the global/international, regional/basin trans boundary and local level, factors influencing water governance, and policy including that of sustainable development, collaborative management, water rights and access and equity, water use, impacts and benefits, water management principles, sustainable water use, conservation management/water demand management and its contribution to sustainability of water resource management.
null;null;null;4;Research Methodology and Project;SWTA040;40;"Different research methods, scientific writing (literature review), experimental design, analysis of physical, chemical and microbiological examination data, data collection methodologies and procedures and formulation of research hypothesis and proposal writing. Further, the module will touch on some of the following statistical aspects: types of variables and data, describing (frequency distributions), organizing, and presenting data. It will also cover numerical measures of central tendency, Calculation of the Mean, Median, and Modus; Measures of locality, including Quartile, Decile, Percentile; Regression and correlation analysis; Probability concepts; Normal distribution; Binomial to normal distribution; Mathematical expectation; and Sampling methods; Students will learn how an experiment is set up from start to finish, how parameters are tested, how to maintain data integrity, analyze data beyond the obvious, do data interpretation and derive conclusions; how to read papers analytically and to judge the quality of the experiments from peer publications as models. Writing of research proposal and presentation; experimental execution; data analysis; project report writing"
null;null;null;null;Advanced Water Quality A;SWTA041;16;The content of this module consists of a knowledge and application component. The knowledge component will deal with laboratory procedures and process for wastewater, Oxygen Demand Tests, Biochemical Oxygen Demand (BOD), including carbonaceous (CBOD) and soluble (dissolved) BOD fractions, Chemical Oxygen Demand (COD), and Specific Oxygen Uptake Rate (SOUR), Solids Tests “Settleometer tests, Total and Volatile Suspended Solids (TSS & TVSS), Mixed Liquor Suspended and Volatile Solids (MLSS and MLVSS), Process control calculations “Food/Microorganism Ratio (F/M), Sludge Age, Mean Cell Residence Time (MCRT), Sludge inventory control – waste activated sludge rates, Chlorination and de-chlorination, Chlorination theory including breakpoint chlorination, de-chlorination chemistry, chlorination and dechlorination equipment, and onsite generation of sodium hypochlorite. On microbiology, Fecal Coliform Bacteria, Activated sludge microbiology including filament identification and troubleshooting, UV Absorbance and Transmittance (UVA & UVT), Ultraviolet (UV) disinfection systems “UV disinfection theory and UV system O&M”. Further, cases of outbreaks that have happened in the past, where infection was due to the transmission by waterborne pathogen will be used. Analytic methods used to trace disease pathogens to the water sources will be studied to establish whether these methods were the best to be applied in each case or better ones could have been used instead. In addition, the module will deal with practically detecting possible pathogens in water and assessing whether or not this is corroborated with clinical data of disease outbreak from neighboring clinics or hospitals. Students will learn how to make sense of data resulting from lab analysis. Training on advocacy on ways to avoid water transmitted diseases in communities will also be covered (community activism). APPLIED COMPONENT The applied component is an assignment to gather data on the in- and output of a dysfunctional water treatment process (potable and sewage) and come up with adequate interventions for quality improvement to meet the output standards (laboratory situation).
